algorithm,param_set,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,crypto_type,correctness,timestamp,notes,trial_id
BIKE-L1,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.2826,70.35,,,2025-11-17T02:47:56.513310,,43
BIKE-L1,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3221,69.44,,,2025-11-17T02:47:56.513320,,44
BIKE-L1,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1142,76.31,,,2025-11-17T02:47:56.513330,,45
BIKE-L1,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.9042,71.42,,,2025-11-17T02:47:56.513346,,46
BIKE-L1,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0442,73.26,,,2025-11-17T02:47:56.513357,,47
BIKE-L1,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.2638,73.29,,,2025-11-17T02:47:56.513368,,48
BIKE-L1,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2925,80.95,,,2025-11-17T02:47:56.513378,,49
BIKE-L1,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.438,72.22,,,2025-11-17T02:47:56.513389,,50
BIKE-L1,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.9007,68.9,,,2025-11-17T02:47:56.513402,,51
BIKE-L1,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.3389,75.62,,,2025-11-17T02:47:56.513413,,52
BIKE-L1,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3822,71.76,,,2025-11-17T02:47:56.513423,,53
BIKE-L1,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1242,74.11,,,2025-11-17T02:47:56.513433,,54
BIKE-L1,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2093,74.54,,,2025-11-17T02:47:56.513443,,55
BIKE-L1,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1608,68.87,,,2025-11-17T02:47:56.513457,,56
BIKE-L1,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0211,63.72,,,2025-11-17T02:47:56.513467,,57
BIKE-L1,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.8553,65.05,,,2025-11-17T02:47:56.513477,,58
BIKE-L1,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7141,67.16,,,2025-11-17T02:47:56.513488,,59
BIKE-L1,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5952,61.31,,,2025-11-17T02:47:56.513498,,60
BIKE-L1,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1769,77.4,,,2025-11-17T02:47:56.513512,,61
BIKE-L1,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2778,72.11,,,2025-11-17T02:47:56.513523,,62
BIKE-L1,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8436,79.08,,,2025-11-17T02:47:56.513533,,63
BIKE-L1,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.8228,69.8,,,2025-11-17T02:47:56.513543,,64
BIKE-L1,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4107,75.86,,,2025-11-17T02:47:56.513554,,65
BIKE-L1,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.3435,75.51,,,2025-11-17T02:47:56.513584,,66
BIKE-L1,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7471,69.54,,,2025-11-17T02:47:56.513595,,67
BIKE-L1,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.365,73.06,,,2025-11-17T02:47:56.513609,,68
BIKE-L1,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.333,71.06,,,2025-11-17T02:47:56.513620,,69
BIKE-L1,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.8503,75.32,,,2025-11-17T02:47:56.513631,,70
BIKE-L1,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0647,66.32,,,2025-11-17T02:47:56.513644,,71
BIKE-L1,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5593,64.43,,,2025-11-17T02:47:56.513655,,72
BIKE-L1,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9141,69.62,,,2025-11-17T02:47:56.513665,,73
BIKE-L1,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9614,63.84,,,2025-11-17T02:47:56.513676,,74
BIKE-L1,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5093,66.07,,,2025-11-17T02:47:56.513749,,75
BIKE-L1,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0329,67.8,,,2025-11-17T02:47:56.513767,,76
BIKE-L1,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5439,71.04,,,2025-11-17T02:47:56.513779,,77
BIKE-L1,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.8194,70.68,,,2025-11-17T02:47:56.513789,,78
BIKE-L1,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3458,68.06,,,2025-11-17T02:47:56.513800,,79
BIKE-L1,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.2833,67.65,,,2025-11-17T02:47:56.513810,,80
BIKE-L1,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.8408,63.04,,,2025-11-17T02:47:56.513824,,81
BIKE-L1,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6667,61.36,,,2025-11-17T02:47:56.513834,,82
BIKE-L1,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.3114,68.15,,,2025-11-17T02:47:56.513844,,83
BIKE-L1,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2213,67.21,,,2025-11-17T02:47:56.513855,,84
BIKE-L1,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1591,66.47,,,2025-11-17T02:47:56.513865,,85
BIKE-L1,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0975,59.2,,,2025-11-17T02:47:56.513878,,86
BIKE-L1,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.9643,61.13,,,2025-11-17T02:47:56.513889,,87
BIKE-L1,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3027,58.01,,,2025-11-17T02:47:56.513899,,88
BIKE-L1,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.4632,59.3,,,2025-11-17T02:47:56.513910,,89
BIKE-L1,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.5973,61.81,,,2025-11-17T02:47:56.513920,,90
BIKE-L1,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.8204,74.09,,,2025-11-17T02:47:56.513935,,91
BIKE-L1,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8261,68.05,,,2025-11-17T02:47:56.513946,,92
BIKE-L1,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5457,65.67,,,2025-11-17T02:47:56.513957,,93
BIKE-L1,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.0465,71.1,,,2025-11-17T02:47:56.513967,,94
BIKE-L1,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7713,64.64,,,2025-11-17T02:47:56.513977,,95
BIKE-L1,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6458,62.14,,,2025-11-17T02:47:56.513990,,96
BIKE-L1,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6652,65.18,,,2025-11-17T02:47:56.514001,,97
BIKE-L1,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9856,67.26,,,2025-11-17T02:47:56.514011,,98
BIKE-L1,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.7419,66.08,,,2025-11-17T02:47:56.514021,,99
BIKE-L1,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7467,67.03,,,2025-11-17T02:47:56.514031,,100
BIKE-L1,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.1669,63.39,,,2025-11-17T02:47:56.514046,,101
BIKE-L1,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.1645,63.16,,,2025-11-17T02:47:56.514056,,102
BIKE-L1,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.3236,59.79,,,2025-11-17T02:47:56.514066,,103
BIKE-L1,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.3042,66.76,,,2025-11-17T02:47:56.514076,,104
BIKE-L1,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.9409,58.07,,,2025-11-17T02:47:56.514086,,105
BIKE-L1,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.1627,61.2,,,2025-11-17T02:47:56.514100,,106
BIKE-L1,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.9543,63.47,,,2025-11-17T02:47:56.514111,,107
BIKE-L1,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.2026,58.79,,,2025-11-17T02:47:56.514121,,108
BIKE-L1,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.3638,63.86,,,2025-11-17T02:47:56.514131,,109
BIKE-L1,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.2179,63.39,,,2025-11-17T02:47:56.514142,,110
BIKE-L1,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.1033,58.69,,,2025-11-17T02:47:56.514155,,111
BIKE-L1,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3507,57.03,,,2025-11-17T02:47:56.514165,,112
BIKE-L1,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.352,54.88,,,2025-11-17T02:47:56.514175,,113
BIKE-L1,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.8549,61.8,,,2025-11-17T02:47:56.514185,,114
BIKE-L1,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.5396,59.19,,,2025-11-17T02:47:56.514195,,115
BIKE-L1,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.2984,52.79,,,2025-11-17T02:47:56.514209,,116
BIKE-L1,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.4811,56.38,,,2025-11-17T02:47:56.514219,,117
BIKE-L1,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.3834,57.05,,,2025-11-17T02:47:56.514230,,118
BIKE-L1,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.8824,55.1,,,2025-11-17T02:47:56.514240,,119
BIKE-L1,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.9915,52.65,,,2025-11-17T02:47:56.514250,,120
BIKE-L1,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.9343,87.6,,,2025-11-17T02:47:56.514264,,121
BIKE-L1,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.6237,87.03,,,2025-11-17T02:47:56.514274,,122
BIKE-L1,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2238,78.55,,,2025-11-17T02:47:56.514285,,123
BIKE-L1,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1783,74.74,,,2025-11-17T02:47:56.514295,,124
BIKE-L1,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.0556,84.02,,,2025-11-17T02:47:56.514305,,125
BIKE-L1,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9583,76.75,,,2025-11-17T02:47:56.514318,,126
BIKE-L1,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.9691,84.9,,,2025-11-17T02:47:56.514329,,127
BIKE-L1,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.5013,77.23,,,2025-11-17T02:47:56.514339,,128
BIKE-L1,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.3388,85.4,,,2025-11-17T02:47:56.514349,,129
BIKE-L1,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7427,74.77,,,2025-11-17T02:47:56.514359,,130
BIKE-L1,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0698,73.35,,,2025-11-17T02:47:56.514373,,131
BIKE-L1,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1502,79.01,,,2025-11-17T02:47:56.514383,,132
BIKE-L1,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7437,71.98,,,2025-11-17T02:47:56.514394,,133
BIKE-L1,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1835,69.65,,,2025-11-17T02:47:56.514404,,134
BIKE-L1,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4084,72.62,,,2025-11-17T02:47:56.514414,,135
BIKE-L1,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7747,76.43,,,2025-11-17T02:47:56.514428,,136
BIKE-L1,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8368,77.27,,,2025-11-17T02:47:56.514438,,137
BIKE-L1,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.0606,74.49,,,2025-11-17T02:47:56.514448,,138
BIKE-L1,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2894,72.43,,,2025-11-17T02:47:56.514460,,139
BIKE-L1,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.843,70.79,,,2025-11-17T02:47:56.514470,,140
BIKE-L1,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1401,70.39,,,2025-11-17T02:47:56.514484,,141
BIKE-L1,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.3278,72.09,,,2025-11-17T02:47:56.514494,,142
BIKE-L1,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9102,81.12,,,2025-11-17T02:47:56.514504,,143
BIKE-L1,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5357,66.44,,,2025-11-17T02:47:56.514515,,144
BIKE-L1,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3921,72.24,,,2025-11-17T02:47:56.514525,,145
BIKE-L1,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2743,66.68,,,2025-11-17T02:47:56.514538,,146
BIKE-L1,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.0003,62.0,,,2025-11-17T02:47:56.514549,,147
BIKE-L1,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.0248,63.77,,,2025-11-17T02:47:56.514584,,148
BIKE-L1,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.7411,63.94,,,2025-11-17T02:47:56.514596,,149
BIKE-L1,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.0258,62.2,,,2025-11-17T02:47:56.514607,,150
BIKE-L1,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7957,69.45,,,2025-11-17T02:47:56.514622,,151
BIKE-L1,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7992,80.82,,,2025-11-17T02:47:56.514633,,152
BIKE-L1,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1764,67.75,,,2025-11-17T02:47:56.514643,,153
BIKE-L1,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.025,74.3,,,2025-11-17T02:47:56.514654,,154
BIKE-L1,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7002,78.37,,,2025-11-17T02:47:56.514665,,155
BIKE-L1,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7779,69.82,,,2025-11-17T02:47:56.514678,,156
BIKE-L1,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.2462,72.3,,,2025-11-17T02:47:56.514689,,157
BIKE-L1,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9915,77.94,,,2025-11-17T02:47:56.514699,,158
BIKE-L1,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1921,72.52,,,2025-11-17T02:47:56.514709,,159
BIKE-L1,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.9768,71.57,,,2025-11-17T02:47:56.514720,,160
BIKE-L1,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.77,67.05,,,2025-11-17T02:47:56.514733,,161
BIKE-L1,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.173,65.21,,,2025-11-17T02:47:56.514744,,162
BIKE-L1,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0404,66.27,,,2025-11-17T02:47:56.514754,,163
BIKE-L1,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7777,70.27,,,2025-11-17T02:47:56.514765,,164
BIKE-L1,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1901,68.73,,,2025-11-17T02:47:56.514775,,165
BIKE-L1,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5567,68.41,,,2025-11-17T02:47:56.514789,,166
BIKE-L1,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5477,62.21,,,2025-11-17T02:47:56.514800,,167
BIKE-L1,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.9784,68.52,,,2025-11-17T02:47:56.514810,,168
BIKE-L1,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8951,65.29,,,2025-11-17T02:47:56.514821,,169
BIKE-L1,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4356,70.8,,,2025-11-17T02:47:56.514831,,170
BIKE-L1,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5827,64.82,,,2025-11-17T02:47:56.514845,,171
BIKE-L1,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2272,63.29,,,2025-11-17T02:47:56.514855,,172
BIKE-L1,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.9269,60.02,,,2025-11-17T02:47:56.514865,,173
BIKE-L1,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6656,65.87,,,2025-11-17T02:47:56.514876,,174
BIKE-L1,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2607,67.73,,,2025-11-17T02:47:56.514886,,175
BIKE-L1,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4262,58.62,,,2025-11-17T02:47:56.514900,,176
BIKE-L1,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.6905,58.66,,,2025-11-17T02:47:56.514910,,177
BIKE-L1,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.3677,60.36,,,2025-11-17T02:47:56.514921,,178
BIKE-L1,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.7669,62.19,,,2025-11-17T02:47:56.514931,,179
BIKE-L1,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.8364,58.65,,,2025-11-17T02:47:56.514941,,180
