alg_family,param_set,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,timestamp,notes,trial_id
ML-KEM,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2898,73.45,2025-11-10T19:49:38.702855,,18
ML-KEM,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3786,71.91,2025-11-10T19:49:38.702865,,19
ML-KEM,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6363,68.87,2025-11-10T19:49:38.702875,,20
ML-KEM,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6185,69.96,2025-11-10T19:49:38.702889,,21
ML-KEM,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.3946,78.15,2025-11-10T19:49:38.702900,,22
ML-KEM,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.2024,70.05,2025-11-10T19:49:38.702909,,23
ML-KEM,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8073,68.84,2025-11-10T19:49:38.702919,,24
ML-KEM,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.9038,73.4,2025-11-10T19:49:38.702928,,25
ML-KEM,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6392,63.28,2025-11-10T19:49:38.702941,,26
ML-KEM,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5168,70.21,2025-11-10T19:49:38.702951,,27
ML-KEM,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4121,65.87,2025-11-10T19:49:38.702972,,28
ML-KEM,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9548,63.91,2025-11-10T19:49:38.702982,,29
ML-KEM,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8443,67.51,2025-11-10T19:49:38.702992,,30
ML-KEM,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.4537,91.79,2025-11-10T19:49:38.703009,,31
ML-KEM,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.7729,93.87,2025-11-10T19:49:38.703019,,32
ML-KEM,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.9652,103.15,2025-11-10T19:49:38.703028,,33
ML-KEM,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.51,96.17,2025-11-10T19:49:38.703038,,34
ML-KEM,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0189,91.64,2025-11-10T19:49:38.703049,,35
ML-KEM,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0352,91.47,2025-11-10T19:49:38.703063,,36
ML-KEM,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.4832,99.52,2025-11-10T19:49:38.703074,,37
ML-KEM,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0387,93.48,2025-11-10T19:49:38.703089,,38
ML-KEM,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.9526,96.29,2025-11-10T19:49:38.703103,,39
ML-KEM,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.1246,101.88,2025-11-10T19:49:38.703120,,40
ML-KEM,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2058,85.99,2025-11-10T19:49:38.703147,,41
ML-KEM,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.4858,92.26,2025-11-10T19:49:38.703169,,42
ML-KEM,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.8836,80.54,2025-11-10T19:49:38.703186,,43
ML-KEM,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0175,91.65,2025-11-10T19:49:38.703197,,44
ML-KEM,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.7783,95.09,2025-11-10T19:49:38.703213,,45
ML-KEM,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2091,90.47,2025-11-10T19:49:38.703232,,46
ML-KEM,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.8026,89.85,2025-11-10T19:49:38.703244,,47
ML-KEM,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7824,81.75,2025-11-10T19:49:38.703256,,48
ML-KEM,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.6704,88.63,2025-11-10T19:49:38.703267,,49
ML-KEM,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2599,82.25,2025-11-10T19:49:38.703277,,50
ML-KEM,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0094,95.31,2025-11-10T19:49:38.703290,,51
ML-KEM,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.6776,97.51,2025-11-10T19:49:38.703301,,52
ML-KEM,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.4148,91.96,2025-11-10T19:49:38.703311,,53
ML-KEM,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2522,86.11,2025-11-10T19:49:38.703327,,54
ML-KEM,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.8694,80.77,2025-11-10T19:49:38.703338,,55
ML-KEM,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.9572,83.3,2025-11-10T19:49:38.703353,,56
ML-KEM,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.0587,80.08,2025-11-10T19:49:38.703363,,57
ML-KEM,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4653,76.91,2025-11-10T19:49:38.703373,,58
ML-KEM,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4698,80.16,2025-11-10T19:49:38.703384,,59
ML-KEM,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.1952,78.0,2025-11-10T19:49:38.703394,,60
ML-KEM,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.9464,92.12,2025-11-10T19:49:38.703410,,61
ML-KEM,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.5527,93.01,2025-11-10T19:49:38.703420,,62
ML-KEM,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.9385,92.01,2025-11-10T19:49:38.703430,,63
ML-KEM,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.0908,100.15,2025-11-10T19:49:38.703439,,64
ML-KEM,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.4757,90.14,2025-11-10T19:49:38.703450,,65
ML-KEM,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7442,85.9,2025-11-10T19:49:38.703470,,66
ML-KEM,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.3523,86.72,2025-11-10T19:49:38.703481,,67
ML-KEM,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2433,80.97,2025-11-10T19:49:38.703491,,68
ML-KEM,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.537,93.45,2025-11-10T19:49:38.703501,,69
ML-KEM,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.6066,90.36,2025-11-10T19:49:38.703511,,70
ML-KEM,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4145,78.47,2025-11-10T19:49:38.703525,,71
ML-KEM,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.779,79.24,2025-11-10T19:49:38.703536,,72
ML-KEM,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.0542,78.95,2025-11-10T19:49:38.703546,,73
ML-KEM,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0889,80.19,2025-11-10T19:49:38.703555,,74
ML-KEM,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8831,73.89,2025-11-10T19:49:38.703565,,75
ML-KEM,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.5865,78.8,2025-11-10T19:49:38.703579,,76
ML-KEM,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9686,75.27,2025-11-10T19:49:38.703698,,77
ML-KEM,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.5094,88.67,2025-11-10T19:49:38.703712,,78
ML-KEM,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.886,77.26,2025-11-10T19:49:38.703722,,79
ML-KEM,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8601,75.32,2025-11-10T19:49:38.703731,,80
ML-KEM,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4713,77.05,2025-11-10T19:49:38.703746,,81
ML-KEM,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.1636,85.42,2025-11-10T19:49:38.703756,,82
ML-KEM,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.3755,78.12,2025-11-10T19:49:38.703765,,83
ML-KEM,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2881,78.62,2025-11-10T19:49:38.703774,,84
ML-KEM,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4756,78.0,2025-11-10T19:49:38.703783,,85
ML-KEM,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4914,77.0,2025-11-10T19:49:38.703796,,86
ML-KEM,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7917,78.11,2025-11-10T19:49:38.703805,,87
ML-KEM,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4543,72.27,2025-11-10T19:49:38.703814,,88
ML-KEM,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.2427,71.12,2025-11-10T19:49:38.703823,,89
ML-KEM,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1426,73.86,2025-11-10T19:49:38.703832,,90
ML-KEM,512,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.8326,63.98,2025-11-10T19:49:38.703846,,91
ML-KEM,512,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.313,65.78,2025-11-10T19:49:38.703855,,92
ML-KEM,512,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3409,69.02,2025-11-10T19:49:38.703864,,93
ML-KEM,512,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6806,66.53,2025-11-10T19:49:38.703874,,94
ML-KEM,512,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.9628,63.3,2025-11-10T19:49:38.703882,,95
ML-KEM,512,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0271,68.17,2025-11-10T19:49:38.703895,,96
ML-KEM,512,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.0729,63.25,2025-11-10T19:49:38.703904,,97
ML-KEM,512,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7234,67.69,2025-11-10T19:49:38.703914,,98
ML-KEM,512,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5291,61.58,2025-11-10T19:49:38.703922,,99
ML-KEM,512,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0342,66.46,2025-11-10T19:49:38.703931,,100
ML-KEM,512,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3029,55.48,2025-11-10T19:49:38.703944,,101
ML-KEM,512,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.5483,58.08,2025-11-10T19:49:38.703953,,102
ML-KEM,512,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.6499,57.61,2025-11-10T19:49:38.703962,,103
ML-KEM,512,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4756,62.9,2025-11-10T19:49:38.703971,,104
ML-KEM,512,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.3361,63.45,2025-11-10T19:49:38.703979,,105
ML-KEM,512,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.6757,61.91,2025-11-10T19:49:38.703993,,106
ML-KEM,512,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0934,58.54,2025-11-10T19:49:38.704002,,107
ML-KEM,512,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4162,68.03,2025-11-10T19:49:38.704011,,108
ML-KEM,512,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.1706,62.36,2025-11-10T19:49:38.704020,,109
ML-KEM,512,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.7314,56.79,2025-11-10T19:49:38.704029,,110
ML-KEM,512,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.1536,60.34,2025-11-10T19:49:38.704040,,111
ML-KEM,512,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.1943,58.59,2025-11-10T19:49:38.704050,,112
ML-KEM,512,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.2589,52.33,2025-11-10T19:49:38.704058,,113
ML-KEM,512,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3144,57.8,2025-11-10T19:49:38.704067,,114
ML-KEM,512,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.9347,57.92,2025-11-10T19:49:38.704076,,115
ML-KEM,512,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.1016,56.15,2025-11-10T19:49:38.704087,,116
ML-KEM,512,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,19.0016,52.18,2025-11-10T19:49:38.704097,,117
ML-KEM,512,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.8036,51.92,2025-11-10T19:49:38.704106,,118
ML-KEM,512,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,19.474,52.8,2025-11-10T19:49:38.704115,,119
ML-KEM,512,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.9998,54.85,2025-11-10T19:49:38.704124,,120
ML-KEM,512,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.261,119.1,2025-11-10T19:49:38.704137,,121
ML-KEM,512,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.3619,121.0,2025-11-10T19:49:38.704147,,122
ML-KEM,512,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.926,110.02,2025-11-10T19:49:38.704156,,123
ML-KEM,512,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.618,132.67,2025-11-10T19:49:38.704165,,124
ML-KEM,512,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.2515,117.19,2025-11-10T19:49:38.704173,,125
ML-KEM,512,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2514,102.8,2025-11-10T19:49:38.704185,,126
ML-KEM,512,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.9667,128.06,2025-11-10T19:49:38.704195,,127
ML-KEM,512,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.7378,101.6,2025-11-10T19:49:38.704204,,128
ML-KEM,512,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.4465,120.96,2025-11-10T19:49:38.704212,,129
ML-KEM,512,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.0587,108.8,2025-11-10T19:49:38.704222,,130
ML-KEM,512,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.6585,115.9,2025-11-10T19:49:38.704237,,131
ML-KEM,512,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2553,111.21,2025-11-10T19:49:38.704247,,132
ML-KEM,512,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.9769,116.73,2025-11-10T19:49:38.704256,,133
ML-KEM,512,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.999,110.18,2025-11-10T19:49:38.704266,,134
ML-KEM,512,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.4019,107.09,2025-11-10T19:49:38.704275,,135
ML-KEM,512,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.1996,110.55,2025-11-10T19:49:38.704287,,136
ML-KEM,512,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2182,108.34,2025-11-10T19:49:38.704297,,137
ML-KEM,512,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.6755,103.14,2025-11-10T19:49:38.704306,,138
ML-KEM,512,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.7101,114.88,2025-11-10T19:49:38.704316,,139
ML-KEM,512,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.8019,124.15,2025-11-10T19:49:38.704325,,140
ML-KEM,512,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.0589,107.44,2025-11-10T19:49:38.704337,,141
ML-KEM,512,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.6083,101.55,2025-11-10T19:49:38.704348,,142
ML-KEM,512,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.4742,109.63,2025-11-10T19:49:38.704357,,143
ML-KEM,512,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.5642,103.92,2025-11-10T19:49:38.704366,,144
ML-KEM,512,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2072,111.27,2025-11-10T19:49:38.704375,,145
ML-KEM,512,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.0941,97.22,2025-11-10T19:49:38.704388,,146
ML-KEM,512,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.2704,94.9,2025-11-10T19:49:38.704397,,147
ML-KEM,512,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.0052,100.14,2025-11-10T19:49:38.704406,,148
ML-KEM,512,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.4828,92.44,2025-11-10T19:49:38.704415,,149
ML-KEM,512,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.1779,104.91,2025-11-10T19:49:38.704425,,150
ML-KEM,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7675,77.29,2025-11-10T19:49:38.704439,,151
ML-KEM,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.9929,84.89,2025-11-10T19:49:38.704448,,152
ML-KEM,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8803,74.69,2025-11-10T19:49:38.704482,,153
ML-KEM,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.911,87.57,2025-11-10T19:49:38.704492,,154
ML-KEM,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.5,90.89,2025-11-10T19:49:38.704501,,155
ML-KEM,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.3414,89.23,2025-11-10T19:49:38.704515,,156
ML-KEM,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8045,76.08,2025-11-10T19:49:38.704524,,157
ML-KEM,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.1487,84.8,2025-11-10T19:49:38.704533,,158
ML-KEM,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7144,78.66,2025-11-10T19:49:38.704542,,159
ML-KEM,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4243,82.38,2025-11-10T19:49:38.704551,,160
ML-KEM,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9667,78.31,2025-11-10T19:49:38.704563,,161
ML-KEM,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9984,79.42,2025-11-10T19:49:38.704573,,162
ML-KEM,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2579,78.81,2025-11-10T19:49:38.704581,,163
ML-KEM,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7973,69.79,2025-11-10T19:49:38.704590,,164
ML-KEM,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2251,83.52,2025-11-10T19:49:38.704599,,165
ML-KEM,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0785,74.14,2025-11-10T19:49:38.704611,,166
ML-KEM,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4115,74.43,2025-11-10T19:49:38.704620,,167
ML-KEM,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.6176,76.32,2025-11-10T19:49:38.704629,,168
ML-KEM,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1304,73.08,2025-11-10T19:49:38.704638,,169
ML-KEM,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5808,72.35,2025-11-10T19:49:38.704647,,170
ML-KEM,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8527,68.15,2025-11-10T19:49:38.704659,,171
ML-KEM,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9252,75.82,2025-11-10T19:49:38.704668,,172
ML-KEM,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3209,71.54,2025-11-10T19:49:38.704678,,173
ML-KEM,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.6187,76.1,2025-11-10T19:49:38.704686,,174
ML-KEM,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7746,77.88,2025-11-10T19:49:38.704695,,175
ML-KEM,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5672,63.06,2025-11-10T19:49:38.704708,,176
ML-KEM,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.943,67.25,2025-11-10T19:49:38.704717,,177
ML-KEM,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9065,65.33,2025-11-10T19:49:38.704726,,178
ML-KEM,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3396,71.16,2025-11-10T19:49:38.704735,,179
ML-KEM,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9301,67.73,2025-11-10T19:49:38.704744,,180
ML-KEM,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.0856,95.36,2025-11-10T19:49:38.704757,,181
ML-KEM,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.3135,108.56,2025-11-10T19:49:38.704766,,182
ML-KEM,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.1971,97.92,2025-11-10T19:49:38.704775,,183
ML-KEM,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.296,105.28,2025-11-10T19:49:38.704784,,184
ML-KEM,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.5816,95.1,2025-11-10T19:49:38.704794,,185
ML-KEM,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.9532,99.94,2025-11-10T19:49:38.704806,,186
ML-KEM,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.3953,94.86,2025-11-10T19:49:38.704815,,187
